date	average_transaction_value
2021-06-17	1.850418
2021-06-16	2.341601
2021-06-15	1.54149
2021-06-14	1.944961
2021-06-13	1.098281
2021-06-12	1.330901
2021-06-11	1.692736
2021-06-10	1.578318
2021-06-09	2.757962
2021-06-08	3.177066
2021-06-07	1.664296
2021-06-06	1.036911
2021-06-05	1.472092
2021-06-04	2.08705
2021-06-03	2.034817
2021-06-02	1.99379
2021-06-01	2.65775
2021-05-31	1.758252
2021-05-30	2.106426
2021-05-29	2.716115
2021-05-28	3.072692
2021-05-27	3.42954
2021-05-26	3.269519
2021-05-25	4.002821
2021-05-24	4.726126
2021-05-23	5.300814
2021-05-22	3.12065
2021-05-21	3.951853
2021-05-20	5.362743
2021-05-19	6.855415
2021-05-18	2.321578
2021-05-17	3.064604
2021-05-16	1.983553
2021-05-15	1.603806
2021-05-14	2.181802
2021-05-13	3.498652
2021-05-12	2.846691
2021-05-11	2.632602
2021-05-10	2.903864
2021-05-09	1.543812
2021-05-08	2.005763
2021-05-07	2.386935
2021-05-06	1.951406
2021-05-05	2.403914
2021-05-04	3.160912
2021-05-03	2.724489
2021-05-02	1.266928
2021-05-01	1.656587
2021-04-30	2.154353
2021-04-29	2.109351
2021-04-28	2.307339
2021-04-27	2.164323
2021-04-26	2.022332
2021-04-25	1.434567
2021-04-24	1.578479
2021-04-23	2.884902
2021-04-22	3.196648
2021-04-21	2.214249
2021-04-20	1.869839
2021-04-19	2.197047
2021-04-18	3.973163
2021-04-17	1.822517
2021-04-16	2.595585
2021-04-15	2.051365
2021-04-14	2.793659
2021-04-13	2.509964
2021-04-12	1.917877
2021-04-11	1.456592
2021-04-10	1.910738
2021-04-09	1.950425
2021-04-08	2.121231
2021-04-07	2.297936
2021-04-06	2.152965
2021-04-05	2.761124
2021-04-04	1.782812
2021-04-03	3.313657
2021-04-02	3.100518
2021-04-01	2.196424
2021-03-31	2.601859
2021-03-30	2.56842
2021-03-29	2.402174
2021-03-28	1.367544
2021-03-27	1.563835
2021-03-26	2.265371
2021-03-25	3.134464
2021-03-24	1.930455
2021-03-23	1.944972
2021-03-22	2.105324
2021-03-21	1.646557
2021-03-20	1.432301
2021-03-19	1.712275
2021-03-18	1.986013
2021-03-17	2.243431
2021-03-16	2.367803
2021-03-15	2.740061
2021-03-14	1.361531
2021-03-13	1.860056
2021-03-12	2.956232
2021-03-11	2.43945
2021-03-10	2.419368
2021-03-09	2.495182
2021-03-08	2.670026
2021-03-07	4.444142
2021-03-06	2.369538
2021-03-05	2.325979
2021-03-04	2.501218
2021-03-03	2.200595
2021-03-02	2.55249
2021-03-01	2.83679
2021-02-28	2.882182
2021-02-27	2.151804
2021-02-26	3.405219
2021-02-25	2.724522
2021-02-24	3.048811
2021-02-23	5.427349
2021-02-22	3.190659
2021-02-21	1.892621
2021-02-20	2.652339
2021-02-19	2.293385
2021-02-18	2.898542
2021-02-17	2.507739
2021-02-16	2.314213
2021-02-15	2.27533
2021-02-14	1.790177
2021-02-13	1.785352
2021-02-12	2.576633
2021-02-11	2.382396
2021-02-10	2.71781
2021-02-09	2.724319
2021-02-08	3.147821
2021-02-07	2.40966
2021-02-06	2.815307
2021-02-05	3.263435
2021-02-04	3.875056
