date	average_transaction_value
2021-12-29	188.579958
2021-12-28	189.097218
2021-12-27	226.39347
2021-12-26	217.257782
2021-12-25	234.97599
2021-12-24	196.260882
2021-12-23	148.100039
2021-12-22	147.879124
2021-12-21	158.501271
2021-12-20	182.745262
2021-12-19	157.719823
2021-12-18	174.973838
2021-12-17	148.924036
2021-12-16	130.264432
2021-12-15	137.885049
2021-12-14	170.271971
2021-12-13	184.229391
2021-12-12	122.354344
2021-12-11	105.28404
2021-12-10	118.616935
2021-12-09	134.94994
2021-12-08	158.225444
2021-12-07	154.39069
2021-12-06	183.972161
2021-12-05	186.125727
2021-12-04	183.531862
2021-12-03	151.613322
2021-12-02	151.715697
2021-12-01	147.123801
2021-11-30	129.817575
2021-11-29	107.007005
2021-11-28	91.348247
2021-11-27	84.965787
2021-11-26	93.168082
2021-11-25	90.737735
2021-11-24	82.559747
2021-11-23	131.028063
2021-11-22	215.103964
2021-11-21	201.600107
2021-11-20	155.515107
2021-11-19	9.946007
2021-11-18	10.14521
2021-11-17	22.53576
2021-11-16	107.555997
2021-11-15	72.203106
2021-11-14	72.986918
2021-11-13	79.303661
2021-11-12	102.31111
2021-11-11	127.495026
2021-11-10	119.235365
2021-11-09	100.4977
2021-11-08	110.701914
2021-11-07	104.94397
2021-11-06	118.674432
2021-11-05	98.442829
2021-11-04	96.018944
2021-11-03	106.119084
2021-11-02	121.796382
2021-11-01	101.985045
2021-10-31	92.778325
2021-10-30	87.963798
2021-10-29	96.492521
2021-10-28	111.677621
2021-10-27	104.320677
2021-10-26	153.435766
2021-10-25	107.543141
2021-10-24	106.996137
2021-10-23	55.5406
2021-10-22	106.76464
2021-10-21	118.920986
2021-10-20	55.81189
2021-10-19	90.183783
2021-10-18	100.554416
2021-10-17	103.611432
2021-10-16	102.088857
2021-10-15	130.67845
2021-10-14	111.709614
2021-10-13	120.924587
2021-10-12	86.463681
2021-10-11	60.536331
2021-10-10	71.848633
2021-10-09	68.602403
2021-10-08	85.49205
2021-10-07	94.270675
2021-10-06	127.751896
2021-10-05	101.548257
2021-10-04	109.162899
